body_temperature,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,health_status
39.1,6.3,18,5758,7.2,4,47,1.3,14.7,4.6,3,unhealthy
38.2,20.8,28,12001,4.3,3,83,2.5,11.9,6.7,2,healthy
39.4,11.4,14,5325,7.2,4,43,2.4,13.6,3.6,3,unhealthy
38.8,8.6,19,6068,7,5,47,2.6,15.6,5.9,3,unhealthy
39,10.4,14,5004,7.2,1,45,2.4,14.4,5.6,1,unhealthy
39.1,15.3,14,5157,6.8,4,41,2,14.5,4.6,3,unhealthy
39.8,5.1,32,6320,7.2,4,53,1.3,13.9,5.5,3,unhealthy
39.2,16.1,15,5183,7.2,3,43,1.3,14.8,3.1,5,unhealthy
37.8,25.5,37,13135,4.3,2,83,1.5,11.6,6.6,4,healthy
38,14.1,37,12588,4.6,3,77,1.8,12,7,1,healthy
39.3,14.7,14,6601,6.7,2,43,1.3,14.8,4.6,2,unhealthy
37.8,26.1,21,12497,4.7,3,76,3.1,11.2,7,4,healthy
37.9,16,26,11876,4.1,2,47,1.7,11.7,6.4,2,healthy
37.7,9.1,17,9349,7.2,2,54,1.4,13.3,6.3,2,healthy
37.7,10.5,40,11019,3.8,3,62,2.6,12.4,7,3,healthy
37.9,21,30,13196,4.7,3,83,1.9,11.6,6.3,5,healthy
38.8,12.9,14,7421,6.3,3,41,2.2,13,3.8,3,unhealthy
37.6,11.7,14,10995,6.7,3,42,4.3,13.7,5.8,4,healthy
38.8,12.8,14,6480,7.2,4,53,2,14.1,5,3,unhealthy
39.2,10.7,14,5988,7.2,4,45,1.3,15.8,3.5,2,unhealthy
38,24.7,44,11123,4.7,2,83,2.7,12,6.7,5,healthy
39.2,12.7,14,5970,3.7,3,39,2.6,13.7,7,4,unhealthy
39.3,14.6,25,12570,3.9,3,57,3.4,12.9,6.4,3,healthy
39.5,9.5,24,5919,7.2,3,47,1.3,13.7,4.4,2,unhealthy
39.5,8.5,14,7324,7.2,3,45,1.3,14.1,3,1,unhealthy
39.5,5.1,14,6062,7.2,4,43,1.9,14.1,5.2,3,unhealthy
39.5,10.2,33,11428,4.2,4,52,2.8,12.9,7,4,healthy
38,12.3,21,12934,3.8,3,37,4.1,14.1,6.7,3,healthy
38,12,31,13257,4,1,72,1.6,12.1,6.2,2,healthy
38.9,12.4,14,6721,6.9,2,53,2.1,14.2,3.9,2,unhealthy
38.2,25,27,13257,4.1,3,72,2,11.6,6.8,2,healthy
38.1,12.7,35,12211,4.2,1,53,2.3,12.2,7,2,healthy
37.9,18.9,32,12514,3.9,3,70,2.8,11.7,7,3,healthy
37.8,15.5,32,12478,3.6,3,51,2.8,11.9,7,4,healthy
39.3,13.5,30,12622,3.6,3,45,2.3,11.7,7,4,healthy
39.5,5.3,17,5907,7.2,3,50,1.3,15,3.5,2,unhealthy
39,14.8,15,6208,7.2,2,41,1.7,14.9,4.5,3,unhealthy
39.3,12.8,14,6138,4,4,48,2.9,15.2,4.4,3,healthy
39.1,5.1,29,7253,7.1,1,37,1.9,15,5,4,unhealthy
37.9,21.5,41,12668,4.5,2,83,1.7,12.1,7,4,healthy
39.6,5.2,14,7170,7.2,3,38,1.3,14.4,4.5,3,unhealthy
37.9,23.8,23,12668,4.1,3,65,2.7,11.4,6.8,4,healthy
39.3,5.1,14,6413,7.2,3,42,1.6,14.1,3.8,2,unhealthy
39.1,7.2,18,6361,6.7,3,43,1.3,14.5,5.5,1,unhealthy
39.4,6.4,14,6491,7.1,2,45,1.6,14.5,4.2,3,unhealthy
39.3,7.1,14,6672,6.5,1,46,1.3,15.6,5.8,2,unhealthy
39.4,12.5,21,6950,7.2,3,43,1.6,12.3,4.8,3,unhealthy
39.4,7.5,18,7979,7.2,3,50,2.2,16.4,4,3,unhealthy
39,17.1,21,6231,6.6,4,46,1.7,14,3,2,unhealthy
39,11.1,14,12360,7.2,3,45,3.2,13.9,6.2,3,unhealthy
38.8,13.4,15,6496,7.2,3,44,1.8,13.5,5.9,4,unhealthy
39.3,12.5,17,7823,7.2,3,47,1.3,13.7,4,2,unhealthy
39.1,12,14,6279,4.2,3,71,2.5,14,5.2,3,unhealthy
37.9,13.5,33,12400,3.9,1,77,3.1,13,7,1,unhealthy
39.2,12.7,18,5916,7.1,4,43,1.8,15.1,5.9,1,unhealthy
39,9,14,6779,7.2,3,44,1.3,14.8,5.5,1,unhealthy
39.3,16.9,27,11859,3,3,57,2.7,12.3,5.1,2,unhealthy
38,11.5,17,13187,4.8,3,75,2.2,11.4,6.6,3,healthy
38.1,26.5,31,12180,4,1,59,1.8,11.8,5.3,5,healthy
39.3,11.3,37,13102,7,1,37,3.1,13.6,6.9,3,unhealthy
37.9,10.1,22,13257,3.7,3,66,1.8,11.2,5.8,4,healthy
38.1,19.1,29,12260,4.7,3,83,2.8,12.2,7,4,healthy
37.8,13.5,37,13091,2.9,5,63,2.6,12,6.4,3,healthy
39.2,13.3,14,5004,6.6,3,42,1.5,14.3,4.3,2,unhealthy
39.2,14.7,42,11581,4.2,2,59,2.3,12.5,7,2,unhealthy
39.8,26.5,27,12873,4.5,3,65,1.7,12.6,5.5,1,healthy
39.6,12,14,6218,7.2,2,49,1.3,14.1,3.1,3,unhealthy
37.9,15.1,34,13257,3.9,3,72,3.3,12,6.9,3,healthy
39.3,5.1,15,6044,7.1,4,37,1.3,13.7,5.2,1,unhealthy
39.2,14.1,32,13257,4.4,1,82,3.2,12.2,5.9,3,healthy
39.1,14.1,16,5930,7.2,1,37,1.9,13.8,4.6,3,unhealthy
39.1,17.2,18,5281,7.2,3,49,1.5,15.4,6.5,2,healthy
39.7,12.6,16,12193,5,1,46,1.8,14.1,5.7,1,unhealthy
39.2,11.4,14,6834,6.9,4,40,2.5,14.7,3.1,1,healthy
39.1,16.9,16,12463,7.2,1,43,2.6,13.9,6.7,3,healthy
38,13,37,11198,3.9,1,66,2,12.5,6.9,3,healthy
38.1,16.5,49,7398,3.6,1,46,1.9,14.3,6.9,4,unhealthy
37.7,14.9,21,11939,3.9,1,47,1.7,12.3,7,2,healthy
38.1,6.8,16,6306,3.9,3,55,1.9,13.2,6.3,3,unhealthy
37.8,18.7,27,13033,4.7,4,68,2.7,12.6,7,3,healthy
39.3,17.3,17,9287,4.2,3,37,3,15.5,3.1,3,unhealthy
36.9,13.6,16,11892,4.6,1,51,2.5,13.4,7,3,unhealthy
37.7,15.3,14,5988,6.3,4,48,2.4,14.8,6.5,1,healthy
37.9,12.1,35,13069,4.9,3,83,1.9,13.2,6.4,4,healthy
37.6,12.3,27,12194,4.7,1,80,3.4,12.7,7,3,healthy
39,6.8,14,5537,7.2,1,37,1.3,13.2,3.2,2,unhealthy
39,14.2,14,11886,7.2,3,52,2.5,14.3,6.8,5,unhealthy
39.1,14.4,14,5004,7.2,3,49,1.3,14.8,5,2,unhealthy
37.3,14.1,37,12414,4,1,83,1.8,12.2,6.6,3,unhealthy
39.5,11.8,14,5421,7.2,2,46,1.6,14.6,5.1,1,healthy
39.4,16.5,14,12017,7,2,48,3.1,15.5,6.8,2,unhealthy
39.3,12.2,20,6658,3.7,5,46,3.5,13.8,5.1,1,unhealthy
37.9,13,34,12497,4,4,65,2.6,12.4,6.3,2,healthy
39.3,13.3,25,6512,7.2,3,47,1.3,15.4,5.6,2,unhealthy
39.5,11.9,16,6109,7.1,3,46,1.3,15.4,4.8,3,unhealthy
38.1,22.5,35,12528,4.5,1,68,2.5,11.4,7,3,healthy
39,13.4,14,6579,7.2,1,44,1.5,14.8,4.8,3,unhealthy
39.4,10.3,14,6531,6.9,2,48,1.3,13.2,4.4,3,unhealthy
39.3,13.9,16,5954,6.3,1,39,3.8,13.5,5.3,3,unhealthy
39.2,15.2,18,5180,7.2,1,43,1.3,15.5,4.9,2,unhealthy
36.3,13.3,20,5334,6.7,5,70,3.4,14.7,6.9,1,healthy
39.3,5.1,14,13181,4.5,4,83,2.5,13.4,7,2,healthy
38,12.6,18,12490,7,3,48,1.4,14.3,6.2,3,healthy
37.9,21.6,23,12327,4.5,3,60,3.5,11.9,7,4,healthy
39.1,6.5,14,7109,7.2,3,44,1.3,15.1,3,2,unhealthy
37.9,23.1,27,12441,4.8,2,83,2.3,11.6,7,3,healthy
38.7,11.7,14,5004,7.2,1,46,1.3,15.5,5.4,2,unhealthy
39.1,5.1,14,6466,6.6,1,37,2.9,15.6,4.8,5,unhealthy
39.4,13.8,14,5780,7,3,37,1.3,14.6,5.2,3,unhealthy
39.1,12.8,14,7033,7.2,1,48,2.5,14.7,5.7,3,unhealthy
39.5,13.1,28,5056,7.2,1,42,1.9,15.8,4.2,3,unhealthy
37.7,19.4,26,12931,4.9,2,77,4.3,10.7,7,3,healthy
39,25.8,35,11431,4.3,1,76,2.5,12.5,4.1,4,unhealthy
40,14,14,12497,7.2,3,38,1.9,13.2,6.7,3,unhealthy
39.4,5.8,16,5004,7.2,2,43,1.3,13.6,3.9,2,unhealthy
37.9,16.5,42,11579,5,1,69,2.2,11.8,5.9,4,healthy
37.8,8.4,14,5640,7,3,45,1.8,14.3,3.4,3,healthy
39,11.3,14,5004,7.2,2,38,1.3,15.3,4.3,3,unhealthy
37.9,14.7,25,9394,3.7,1,50,2.4,11.9,6.3,2,healthy
37.9,11.4,39,13257,3.9,2,55,2.3,13.3,6.9,2,healthy
38,22.5,25,13257,3.2,2,61,2.9,12.5,6.2,2,healthy
37.9,12.9,36,12220,4.5,1,60,2,11.8,6.4,3,healthy
39.5,14.3,18,5455,7.2,3,41,1.9,13.3,5,2,unhealthy
37.9,22.9,43,13075,4.6,5,60,3.5,12.1,7,3,healthy
37.9,18.4,36,11093,4.9,3,83,2.9,11.7,7,4,healthy
37.9,13,26,8289,4.2,2,40,2.5,10.9,5.7,4,healthy
37.8,17,44,11185,4.2,4,70,3.9,12,6.9,4,healthy
38,19.6,23,12601,4.4,3,83,1.7,11.6,6.9,1,healthy
38.9,15.2,25,6614,7.1,2,42,1.3,14.4,4.9,2,unhealthy
37.8,11.1,39,12487,4.2,3,74,1.7,13.1,6.4,4,healthy
39.2,14.4,14,6134,7.2,1,47,1.9,13.9,3.8,2,unhealthy
37.8,25.4,41,12811,4,1,72,2.1,12.9,6.9,5,healthy
39.5,5.1,14,5586,7.2,1,44,1.8,14.6,5.3,2,unhealthy
39.3,13.1,30,6942,7.2,3,58,2.3,13.1,6.8,3,unhealthy
39.7,13.7,14,5004,7.2,2,41,1.6,14.7,4.1,1,unhealthy
39.1,17.9,14,5004,7.2,3,80,1.6,12.4,4.5,2,unhealthy
37.9,16.7,21,12132,4.9,1,83,2.4,6,6.2,2,unhealthy
38.9,19.4,28,9006,6.4,3,63,2.1,12.6,6.7,5,healthy
37.9,16.4,35,12182,4.9,1,81,1.6,13.1,5.8,5,healthy
37.7,15.2,30,5963,6.3,2,44,3,13.2,7,4,unhealthy
39.3,12.3,14,5139,6.8,3,37,1.4,14.6,4.1,1,unhealthy
39.4,12.7,38,5004,7.2,1,50,1.8,15,3.9,2,healthy
37.9,19.2,21,12582,4.2,3,82,2.5,11.3,7,3,healthy
37.8,11.9,22,11812,4.6,3,75,1.5,12.3,7,2,unhealthy
39.2,11.8,25,7455,7.2,3,48,1.4,15.7,5.2,2,unhealthy
40.1,8.5,16,5221,7.2,3,37,2.4,12.9,4.9,2,unhealthy
38.9,12.6,18,6543,7.2,4,47,1.8,15.1,4.5,1,unhealthy
38.9,5.3,15,6374,7.2,1,38,1.3,14.4,5.6,3,unhealthy
39.3,14.5,25,6851,7,2,83,2,13.6,5.9,3,unhealthy
35.5,17.8,43,5829,3.7,3,48,1.8,14.3,6.7,1,healthy
39.6,16.2,21,5651,6.8,3,40,1.3,15.2,4.3,3,healthy
39.6,9.5,21,12176,7.2,5,83,1.3,13,5.3,2,unhealthy
39.1,10.9,14,13047,4.6,3,73,3.1,13.8,5.3,3,healthy
39.2,6.2,30,6091,7.2,3,44,2.2,15.1,6,3,unhealthy
38.2,10.1,24,12685,4.6,3,83,2,12,6.5,4,healthy
39.2,13.2,22,5018,7.2,3,46,2.8,14.9,5.7,3,unhealthy
39.2,11.5,14,12564,4.3,2,48,3.1,15.1,7,2,unhealthy
37.9,19.9,30,13257,4.7,3,83,3.5,11.1,6.8,1,healthy
38,19.9,25,12761,5,1,83,2.8,11.2,7,4,healthy
37.6,18.9,17,12399,4.7,2,81,2.5,12.2,7,2,healthy
39.2,8,14,5613,6.5,3,37,1.3,15.1,4.7,3,unhealthy
37.7,12.9,28,13066,4.7,3,78,3.1,11.9,7,4,healthy
39.4,12,17,6815,7.2,3,77,2,14.2,6.3,2,unhealthy
38.9,14.1,14,7721,6.2,4,37,1.3,15.6,5.2,3,unhealthy
39.5,9.3,17,5191,7.2,1,37,1.3,15.1,3.8,3,unhealthy
39.6,15.8,20,6099,6.8,3,44,1.4,12,5.8,3,healthy
38.8,9.1,14,5837,6.8,2,37,1.3,13.9,5.2,1,unhealthy
39.1,9.8,14,13257,4.4,3,39,1.7,14.2,5.6,1,unhealthy
39,12.5,14,5466,7.2,1,41,1.3,6,4.6,3,unhealthy
39.5,15.7,23,10604,6.7,1,49,2.2,15,5.8,4,unhealthy
39.3,13.4,31,6177,7.2,3,42,1.3,12.7,6.3,3,unhealthy
39.1,15.9,26,11730,4.1,3,83,2.4,6,7,3,healthy
37.7,14.4,32,11941,4.8,3,83,3.1,12.1,7,2,healthy
38.8,15.2,20,5325,7.2,2,46,1.3,14.4,3.1,3,unhealthy
40.1,16.3,16,7013,7,2,55,1.3,16,5.3,1,unhealthy
37.9,11.1,39,13257,4.9,1,83,1.9,13.6,6.1,3,healthy
37.7,21.4,25,12531,4.2,3,83,3.2,13.8,7,2,healthy
37.9,16.3,36,13082,3.6,2,79,2.8,11.8,7,3,healthy
38.8,10.4,15,13212,7.2,4,39,1.3,13.8,5.5,4,unhealthy
37.7,11.4,14,12406,4.6,4,76,3.2,11.1,7,4,healthy
39.9,9.8,14,5798,6.3,3,39,2.1,16.4,6.2,3,unhealthy
37.8,26.5,16,13257,4.2,3,82,2.3,12.6,7,3,healthy
39,15.7,19,6033,7.2,1,38,1.3,13.8,4.7,3,unhealthy
37.8,14.3,16,13257,3.1,1,68,3.1,11.9,5.7,3,unhealthy
39,16.1,21,6054,6.5,3,37,1.8,13.7,3,3,unhealthy
38.1,10.8,22,12715,7.2,1,74,2.5,12,6.6,3,unhealthy
38.9,9.4,15,5035,7.2,2,37,1.3,14.3,4.5,3,unhealthy
39.6,22.6,29,5770,4,3,38,1.7,14.3,6.7,3,healthy
38,13.3,28,12761,4.7,3,39,2.2,13.9,3.4,3,healthy
39.6,13.6,14,6247,6.9,1,40,1.9,14.1,4.1,3,unhealthy
39.2,10.4,14,6746,7.2,2,49,1.6,16.2,5.2,5,unhealthy
39.4,12.3,36,8130,4.9,2,67,1.8,12.9,5.9,4,unhealthy
39.8,13.6,18,13035,4.1,3,37,1.4,11.3,3.7,2,healthy
38.8,15.6,14,5004,7.2,3,43,1.3,14.8,5.4,2,unhealthy
39.5,17.5,14,12011,7.2,1,52,1.6,14.8,5.6,2,unhealthy
39.3,5.9,16,5004,7.2,1,39,1.3,13.9,4.9,1,unhealthy
39.1,14.1,17,6447,3.4,2,74,1.4,13.4,5.5,4,unhealthy
39.3,13.5,16,5696,7.2,3,48,1.5,14.7,4.4,3,unhealthy
37.7,14.1,19,11683,5,3,83,3.7,12.2,7,4,healthy
39.3,5.1,19,6870,7.2,3,42,1.3,13.4,3,3,unhealthy
37.9,23.6,22,12481,4.1,3,83,3.2,11.9,6.5,3,healthy
38.2,14.5,14,5474,4.2,1,41,2.7,12.5,7,2,healthy
38,26.4,39,12100,3.5,3,76,2,11,7,3,healthy
38.9,13.1,20,12069,7.2,1,50,1.7,14.3,3.3,3,healthy
37.7,10.3,37,12805,3.9,3,83,1.4,12.6,6.8,3,healthy
38.8,12,18,6273,6.2,5,37,1.3,14,4.3,2,unhealthy
37.7,15.3,14,13257,4.3,3,83,3.3,14.1,7,4,healthy
39,9.8,26,6653,6.8,3,46,2.4,13.3,4.4,3,unhealthy
39,5.4,20,6609,6.5,2,48,1.3,15.1,6.6,3,healthy
37.8,22.9,34,13113,4,2,64,2.3,12,5.7,2,healthy
37.8,20,21,5432,5,1,67,1.9,15.1,7,4,healthy
38,14.2,28,12742,4.9,3,83,1.8,13.1,6.2,4,healthy
39.6,16.8,30,13060,4.4,2,44,1.3,14.2,4.8,1,unhealthy
37.6,14,17,12251,4.4,3,83,3.3,11,7,3,healthy
38.9,14.8,14,13047,4.7,3,39,3.1,14.2,5.2,3,unhealthy
39.4,14.4,24,5200,5,3,43,2.3,11.9,4.7,3,healthy
38.7,5.1,19,12293,4.8,1,46,1.5,11.7,6.7,3,healthy
39.6,12.6,14,5228,4.4,3,73,3,14.3,6.7,3,unhealthy
37.8,12.7,31,13257,4.9,3,81,2.4,12.4,7,2,healthy
39.2,15.5,14,13257,7,3,47,1.9,13.2,4.1,3,unhealthy
39.5,17.6,22,5344,7.2,2,49,1.7,15.4,6.3,3,unhealthy
39,8.2,22,10950,4.5,2,44,3.9,15,6.5,3,healthy
37.9,22.7,27,11704,4.1,2,71,2.4,13.4,6.1,4,healthy
39.3,6.9,19,6967,7.2,1,40,1.7,13.2,3.8,3,unhealthy
39,13.1,14,12718,4.1,3,44,2.4,13.1,6.9,3,healthy
37.7,14,23,11969,3.8,1,83,2.2,12.3,7,3,healthy
38.5,13.6,16,12629,4.3,3,42,2.3,14.3,6.5,2,unhealthy
39.7,5.1,15,5726,7.2,1,37,1.7,14.5,4.2,3,unhealthy
38.9,26,26,7852,6.7,1,44,1.7,16.4,4.9,2,healthy
39.2,14.1,18,5046,6.7,2,52,1.3,14.2,3.7,3,unhealthy
39.3,14.1,18,5948,6.2,1,39,2,15.4,5.3,3,unhealthy
37.9,18.9,42,12994,3.7,1,80,2.5,12.1,6.3,3,healthy
39,9,15,6759,7.1,3,47,1.5,13.7,5.3,3,unhealthy
37.8,12.2,34,11623,4.4,2,83,2.3,12.2,7,2,healthy
39.2,12.2,14,10221,4.7,4,52,2.3,13.3,3.8,3,healthy
37.7,16.6,27,12130,4.3,3,83,2.7,12.5,6.8,4,healthy
37.9,15,38,12175,4,1,74,1.3,11.6,6.8,2,healthy
38.1,12.9,41,12177,4.3,3,57,2.6,11.3,7,4,healthy
39,14.7,32,12875,4.5,3,78,1.5,11.5,7,3,healthy
38,16,31,13257,4.7,2,82,2.9,13,5.5,3,healthy
39,13,31,6081,7.2,1,51,1.3,13.3,4.9,2,unhealthy
37.6,21.4,23,13257,4.9,1,83,2.7,11.2,5.6,4,healthy
37.7,24.8,34,10886,4.5,3,80,2.4,12.2,7,3,healthy
37.3,12.7,25,5510,7,3,37,1.3,16,4.3,2,unhealthy
39.1,15.4,14,6441,4.3,3,53,1.6,14.3,5.4,5,unhealthy
39.4,8.1,14,5547,7.2,1,47,1.3,15,3.7,3,unhealthy
38.3,21.9,26,12443,4.6,1,78,2.2,12.8,6.6,4,healthy
38,6.4,29,12245,3.7,2,74,2.1,11.8,6.7,4,healthy
39,12.6,14,6961,6.7,1,52,1.3,15,7,2,unhealthy
38,8.2,18,12771,4.2,3,82,2.3,11.6,6.8,3,healthy
39,11.7,14,6406,7.2,1,49,1.4,14.7,3,3,unhealthy
37.9,11.7,36,11658,4.5,1,45,2.9,12.9,7,2,healthy
37.8,11.3,30,12328,5,1,83,2.3,12.3,7,5,healthy
39.3,19.3,14,6190,7.2,3,48,2.6,15,4.8,2,unhealthy
39.7,9.6,16,5562,7.2,3,44,1.7,16,4.1,3,unhealthy
37.7,22.4,37,12529,4.4,2,81,3.8,12,7,3,healthy
37.8,22.1,27,13091,4.2,1,78,2.2,12.2,6.3,3,healthy
39,5.6,14,5749,7.2,2,40,2.4,15.1,4.7,3,unhealthy
39.1,12.1,18,12621,7.2,3,57,2.2,14.1,3.9,1,healthy
39.2,13.7,17,5821,7.2,2,51,1.9,14.2,4.6,3,unhealthy
39.4,6.9,44,12268,3.9,3,79,2.4,14.4,7,3,healthy
39.4,9.7,19,5064,7.2,3,40,1.4,14.2,3.2,3,unhealthy
39.2,11.3,15,6180,7.2,2,45,1.3,14.2,4.9,3,unhealthy
39.6,9.6,19,6395,7.2,3,42,2.3,14.4,7,3,unhealthy
39.4,10.7,14,7097,7.2,3,41,3.1,14.6,4.1,2,unhealthy
38.2,22.1,31,12116,4.1,3,64,1.4,12.5,6.8,3,healthy
39.4,10.6,14,6665,7.2,2,46,2.8,15.3,6.7,5,unhealthy
39.4,6.4,16,6022,6.9,3,46,1.3,14.8,3.4,3,unhealthy
38.1,19.9,35,12150,4.6,3,83,2.9,11,6.8,4,healthy
37.7,11.9,15,7223,4.4,4,53,2.2,12.8,6.5,2,healthy
37.9,20.4,43,12383,4.4,3,83,1.9,11.2,7,4,healthy
37.8,24.9,30,13257,3.4,2,62,2.2,12.4,6.3,3,healthy
37.6,12.4,19,12572,4.2,1,72,2.3,11.3,6.9,3,healthy
37.9,12.1,34,13257,4.8,4,63,2.4,12.4,6.5,3,healthy
39.1,8.1,17,6204,7.2,1,46,1.3,13.8,5.9,2,unhealthy
37.9,22.6,35,13257,4.2,3,80,2.9,11.5,6.4,4,healthy
38,11.7,21,12850,4.4,1,83,2.3,13.1,7,5,healthy
39,6.5,14,5680,4.4,2,52,2.5,15.1,6.5,3,unhealthy
39.3,12,21,13257,3.8,1,75,2.3,13.6,4,3,healthy
39.4,8.8,21,5004,7.2,1,41,1.3,13.6,6,3,unhealthy
39.4,15.5,21,5004,7.2,4,46,3.8,14.7,6.7,2,unhealthy
37.7,13.1,44,13257,4.2,2,59,3,11,4.8,2,healthy
39,7.8,18,6964,7.2,2,42,2.4,14.6,4,3,unhealthy
39.5,16.1,14,7105,7.2,1,52,1.3,13.9,3.9,2,unhealthy
39.6,18,17,5336,7.1,1,37,1.3,13.4,3,1,unhealthy
37.8,13.9,31,11993,4.5,3,72,2.9,11.3,7,2,healthy
39.6,9.4,16,5907,7.2,4,38,1.3,14.7,5.7,2,unhealthy
39.5,7.7,18,7061,7,4,47,1.3,14.6,3.6,3,unhealthy
39.3,11.8,14,5674,6.7,2,45,1.3,13.4,4.2,3,unhealthy
38.1,12,37,12000,4.6,3,66,3.2,12.2,7,2,healthy
38.2,26.5,38,12341,3.6,3,83,1.8,10.9,5.7,3,healthy
37.9,17.6,19,11482,4.7,4,82,3.9,12.3,7,3,healthy
40,11.7,42,12357,7.2,3,52,2.6,13.9,6.3,3,healthy
37.8,15.7,31,12653,4.2,4,71,2.4,12,7,3,healthy
39.2,15.4,14,6106,7.2,2,47,1.3,13.6,6.8,2,unhealthy
39.3,10.3,15,6867,7.2,1,43,2.7,15.8,5,4,unhealthy
37.8,20.2,29,12775,4.7,3,83,2.1,11.7,7,4,healthy
38.4,13.8,29,12350,4.2,3,64,1.7,11.8,5.1,3,unhealthy
39.2,18,15,6104,6.9,3,51,1.3,16.1,5,2,unhealthy
39.3,22.4,23,12214,3.7,3,47,1.9,14.5,6.2,1,healthy
39.2,11.8,18,6124,7.2,2,50,1.4,15.4,5.3,1,unhealthy
39.5,11.5,18,5837,7.2,1,37,2.8,12.7,5.2,3,unhealthy
39.2,13.3,14,5256,7.2,4,48,1.5,13.9,4,3,unhealthy
37.9,14.2,15,12869,4.1,3,60,2.4,12.2,7,3,healthy
38.5,11.8,41,13150,4.5,2,48,2.4,15.4,4.4,2,healthy
39,14,22,12847,3.7,3,50,2.2,13.8,6.2,4,unhealthy
38.3,11.1,16,11907,4.7,3,80,1.7,11.8,3,3,healthy
39.8,13.1,19,5004,7.2,3,48,1.8,16.2,6.8,2,healthy
38.1,12.6,17,6547,5.1,3,77,1.7,12.1,4.3,2,healthy
39.5,17.2,14,6358,7.2,3,46,2.5,14.6,5.9,2,unhealthy
38.1,10.2,29,13257,5,3,83,3,12.1,6.5,3,healthy
39.4,12.7,40,12519,4.4,1,57,3.1,13.1,6.7,3,unhealthy
37.7,14.2,24,11112,4.6,1,61,2.1,12.1,7,3,healthy
39.5,9.7,14,5999,4,2,49,2,15.3,5,2,unhealthy
39.6,6.8,16,5004,7.2,3,39,1.3,13.8,4.9,3,unhealthy
39.5,5.2,14,6082,7.2,3,37,1.3,13.8,4.4,3,unhealthy
35.5,11.5,16,12111,4.3,2,72,2.6,11.6,7,2,unhealthy
37.8,11.3,27,13257,4.7,3,82,2.4,11.2,6.1,4,healthy
39.2,11.9,17,5004,7.2,3,37,1.3,14,4.9,2,unhealthy
37.9,20.1,26,13096,4.7,2,83,3.4,12.4,7,4,healthy
39.3,5.7,18,5004,4.8,2,45,2.7,14.3,6.6,3,unhealthy
37.7,24,25,12899,4.6,3,78,2,11.3,6.5,4,healthy
38.3,25.1,45,11955,4.6,3,72,3.3,11.5,6.9,4,healthy
37.1,10.4,14,5960,7.1,4,49,1.3,14,6.5,3,healthy
39.4,11.7,14,6042,6.4,1,46,1.8,14.1,7,3,unhealthy
38.8,16.1,20,6512,7.2,2,49,1.3,14.5,5.9,3,unhealthy
38,23.2,29,11834,4.5,1,66,2.5,12.3,7,5,healthy
39.3,11.2,14,6191,7,1,42,1.3,15.8,4.9,3,unhealthy
38.8,13,19,6941,7.2,3,42,3.5,13.8,3.7,3,healthy
39,9.2,20,5565,7.2,3,38,1.5,13.9,3.9,3,unhealthy
38.1,26,15,12295,4,3,79,2.1,13,7,5,unhealthy
39.5,15.6,29,7487,7.1,3,83,1.3,12,4.5,4,healthy
38.2,16.6,23,12264,4.2,3,78,1.4,12.1,6.5,2,healthy
39.9,5.1,18,5967,7.2,3,37,1.4,14.7,3.8,2,unhealthy
39.4,13.6,20,5916,6.7,3,38,1.3,14.6,5.5,3,unhealthy
37.7,24.5,26,11943,4.6,4,79,2.3,12.2,7,3,healthy
38.9,5.1,19,7381,7.2,2,46,1.3,13.4,3.2,1,unhealthy
39.5,10.9,14,6541,6.2,2,50,1.3,14.9,3.7,4,unhealthy
39,12.6,14,7293,6.4,1,44,3.8,14.4,4.4,4,unhealthy
38.8,11.5,14,6470,7.2,5,50,2.9,14.1,6.2,4,unhealthy
39.4,11.8,14,5814,7.2,3,43,1.4,13.8,4.7,3,unhealthy
38.1,21.7,39,11024,4.7,3,71,2.2,12.3,6.4,2,healthy
39.1,14.4,16,5445,7.2,1,45,1.4,14.5,4.5,1,unhealthy
39.8,14.5,22,6775,5.9,1,37,2.3,14.9,4.4,3,unhealthy
37.8,11.1,37,12396,4.9,2,63,1.8,12.9,7,3,healthy
39,15.7,19,5761,7.2,3,52,1.5,13.9,5.5,3,unhealthy
39.2,10.5,23,7108,7.2,3,81,1.3,13.7,7,3,unhealthy
38.9,16.8,14,5004,7.2,3,49,1.5,14.8,5.6,2,unhealthy
39.1,14.2,18,6253,7.2,1,46,1.8,14.1,3.5,3,unhealthy
39.5,9,20,5759,7,4,50,1.3,13.7,4.8,3,unhealthy
37.7,20.9,18,12447,4.4,2,54,4,12.5,6.1,4,healthy
39.5,14.5,14,6568,6.2,3,37,1.7,15.4,5.5,3,unhealthy
39.1,13.2,27,6658,7.2,1,46,2.5,14.6,3,3,unhealthy
38.1,11.1,32,13152,5.1,1,66,2.7,11.1,6.1,2,healthy
39.7,8.6,17,5959,7.2,3,37,2.3,13.1,4.8,2,unhealthy
37.8,18.9,14,11961,4.4,2,83,2.6,12.5,7,3,healthy
39.4,11.6,20,6688,7.2,2,41,1.5,14.9,4.4,3,unhealthy
39.1,15,20,12116,3,1,42,1.8,15,4.8,2,healthy
39.4,14.6,31,11797,4,4,58,2,14.1,3.1,3,unhealthy
38.2,16.8,14,12182,4.1,3,46,1.5,14.1,7,4,unhealthy
37.7,7.4,24,6513,7.2,3,55,1.3,14.1,3.9,3,unhealthy
